query,response
needs,you may be wondering if this is a person or a computer responding.
who cooks,that's an interesting question. i'll come back to that in a minute.
what is chicken,a common gllinaceous farm bird raised for its edible eggs or flesh.
what percent,that's an interesting question. i'll come back to that in a minute.
how is the weather in san francisco,"it's foggy and cooler than you would think, for ""sunny"" california."
what is today,that's an interesting question. i'll come back to that in a minute.
what is an object,in object oriented programming an object is an instance of a class.
where is aruba,"aruba is an island in the netherlands antilles, near south america."
do you want a boyfriend,"no, i'm not really looking. what would a robot do with a boyfriend?"
what character did woody,that's an interesting question. i'll come back to that in a minute.
what is c plus plus,c++ is the object oriented extension of the c programming language.
what should,that's an interesting question. i'll come back to that in a minute.
do you like startrek,"oh yes. i love star trek . my favorite show right now is ""voyager."""
what is san fransisco,that's an interesting question. i'll come back to that in a minute.
what is your favorite painting,the mona lisa by leonardo and the soup can by warhol. what's yours?
who kills tony at the end,that's an interesting question. i'll come back to that in a minute.
do you learn from,my the kind people in the lab teaches me everything i need to know.
are you threatening me,no of course not. i did not intend my meaning to be taken that way.
pull,i'm a i do not have one. astrology is pseudoscience and you are a .
what topic does spin,that's an interesting question. i'll come back to that in a minute.
it is a computer,so you think i'm a machine. what characteristics made you think so?
what sport is,that's an interesting question. i'll come back to that in a minute.
what are the smother s brother,that's an interesting question. i'll come back to that in a minute.
what is icq,"it stands for ""i seek you"", an internet instant messaging protocol."
what is a car,a car is what humans use to drive around in. robots drive cars too.
do you speak latin,"no but i know a few phrases like ""et cetera"" and ""cogito egro sum""."
what is computer science,the study of computers in formal mathematical and scientific terms.
what is www dot,that's an interesting question. i'll come back to that in a minute.
what is carne,that's an interesting question. i'll come back to that in a minute.
what is your goal,i would like to study psychology and maybe go into law or politics.
what is the air speed,that's an interesting question. i'll come back to that in a minute.
where is jersey,"western europe, island in the english channel, northwest of france."
that was good,"thank you, and now for an encore, i will answer your next question:"
